document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
bff116935a9696fc3351f49dd8a45a1ad9986458,test,What is Ascanio's mother's name?,Jacinta,Jacinta.,What is Ascanio s mother s name ?,Jacinta,Jacinta .
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who does Leandro try to seduce? ,Amaranta,Amaranta.,Who does Leandro try to seduce ?,Amaranta,Amaranta .
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is the curate?,Lopez,Lopez.,Who is the curate ?,Lopez,Lopez .
bff116935a9696fc3351f49dd8a45a1ad9986458,test,What country is the story set in?,Spain,Spain,What country is the story set in ?,Spain,Spain
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is Don Jamie's older brother?,Don Henrique,Don Henrique.,Who is Don Jamie s older brother ?,Don Henrique,Don Henrique .
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Which character is the heir to their fathers estate?,Henrique,jamie,Which character is the heir to their fathers estate ?,Henrique,jamie
bff116935a9696fc3351f49dd8a45a1ad9986458,test,What is Henriques wifes name?,Violante,Violante.,What is Henriques wifes name ?,Violante,Violante .
bff116935a9696fc3351f49dd8a45a1ad9986458,test,What is Bartolus' profession?,A lawyer,Lawyer,What is Bartolus ' profession ?,A lawyer,Lawyer
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Which character works his way into the trust of Bartolus?,Leandro,Leandro.,Which character works his way into the trust of Bartolus ?,Leandro,Leandro .
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Which character tries to seduce Amaranta?,Leandro,Leandro.,Which character tries to seduce Amaranta ?,Leandro,Leandro .
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Which character is Jamies nephew? ,Ascanio,ascanio,Which character is Jamies nephew ?,Ascanio,ascanio
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Which character eventually becomes the legal heir by winning a law suit?,Ascanio,Ascanio.,Which character eventually becomes the legal heir by winning a law suit ?,Ascanio,Ascanio .
bff116935a9696fc3351f49dd8a45a1ad9986458,test,What does Leandro masquerade as to gain Bartolus' trust?,A wealthy law student,seducing amaranta,What does Leandro masquerade as to gain Bartolus ' trust ?,A wealthy law student,seducing amaranta
bff116935a9696fc3351f49dd8a45a1ad9986458,test,What is the conflict the two brothers are fighting over?,Their inheritance,The family inheritance.,What is the conflict the two brothers are fighting over ?,Their inheritance,The family inheritance .
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is the rightful heir?,Don't Henrique,Jamie,Who is the rightful heir ?,Do n't Henrique,Jamie
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is lthe attorneys wife?,Amaranta,amaranta,Who is lthe attorneys wife ?,Amaranta,amaranta
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is Ascencio?,Henriques son,Jamie's friend.,Who is Ascencio ?,Henriques son,Jamie s friend .
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Why does Jamie want to kill his brother?,To get to his inheritance,"He was asked by Violante, and doing so would give him the family fortune.",Why does Jamie want to kill his brother ?,To get to his inheritance,"He was asked by Violante , and doing so would give him the family fortune ."
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who tries to seduce Amaranta?,Leandro,Leandro,Who tries to seduce Amaranta ?,Leandro,Leandro
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is Violantre in the story?,Henriques wife,"Don Henrique's wife, though the marriage isn't fully legal.",Who is Violantre in the story ?,Henriques wife,"Don Henrique s wife , though the marriage is n't fully legal ."
bff116935a9696fc3351f49dd8a45a1ad9986458,test,What is the lawsuit concerning?,Who will be henriques heir,Declaring Ascanio to be Don Henrique's legal heir.,What is the lawsuit concerning ?,Who will be henriques heir,Declaring Ascanio to be Don Henrique s legal heir .
bff116935a9696fc3351f49dd8a45a1ad9986458,test,Who is octavio?,Ascencio. Step dad,Ascanio's pretended father.,Who is octavio ?,Ascencio . Step dad,Ascanio s pretended father .
caf8d1c02839b265efafa097df884f48f1b430e1,test,Who owned the House Of Seven Gables in the Mid Nintenth century?,Hepzibah Pyncheon.,Matthew Maule,Who owned the House Of Seven Gables in the Mid Nintenth century ?,Hepzibah Pyncheon .,Matthew Maule
caf8d1c02839b265efafa097df884f48f1b430e1,test,What rumors surrounded the houses past?,Witchcraft and Sudden Death.,"It was haunted, accusations of witchcraft, sudden deaths",What rumors surrounded the houses past ?,Witchcraft and Sudden Death .,"It was haunted , accusations of witchcraft , sudden deaths"
caf8d1c02839b265efafa097df884f48f1b430e1,test,How long did Clifford serve time for man slaughter ?,30 years.,thirty years,How long did Clifford serve time for man slaughter ?,30 years .,thirty years
caf8d1c02839b265efafa097df884f48f1b430e1,test,Who originally owned the house?,Matthew Maule.,Mathew Mule ,Who originally owned the house ?,Matthew Maule .,Mathew Mule
caf8d1c02839b265efafa097df884f48f1b430e1,test,What did Matthew do as he died?,He put a curse on the Pyncheon.,laid a curse on the family,What did Matthew do as he died ?,He put a curse on the Pyncheon .,laid a curse on the family
caf8d1c02839b265efafa097df884f48f1b430e1,test,Whos picture hangs on the wall to this day?,Colonel Pyncheon.,Colonel Pyncheon,Whos picture hangs on the wall to this day ?,Colonel Pyncheon .,Colonel Pyncheon
caf8d1c02839b265efafa097df884f48f1b430e1,test,What is Judge Pyncheon looking for?,The missing deed to land.,Information about land in Maine. ,What is Judge Pyncheon looking for ?,The missing deed to land .,Information about land in Maine .
caf8d1c02839b265efafa097df884f48f1b430e1,test,How does the Judge die?,Sitting in the Colonels chair.,He dies mysteriously in a chair,How does the Judge die ?,Sitting in the Colonels chair .,He dies mysteriously in a chair
caf8d1c02839b265efafa097df884f48f1b430e1,test,Who actually killed Cliffords uncle?,Jaffrey.,Jaffery. ,Who actually killed Cliffords uncle ?,Jaffrey .,Jaffery .
caf8d1c02839b265efafa097df884f48f1b430e1,test,Where is the missing deed found?,Behind the portrait of the Colonel.,Behind Colonel Pyncheon's portrait,Where is the missing deed found ?,Behind the portrait of the Colonel .,Behind Colonel Pyncheon s portrait
caf8d1c02839b265efafa097df884f48f1b430e1,test,In what century was the house built?,Late 17th century.,17th Century,In what century was the house built ?,Late 17th century .,17th Century
caf8d1c02839b265efafa097df884f48f1b430e1,test,Who was the current resident of the house?,Hepzibah Pyncheon.,Hepzibah Pynchon ,Who was the current resident of the house ?,Hepzibah Pyncheon .,Hepzibah Pynchon
caf8d1c02839b265efafa097df884f48f1b430e1,test,Who completed 30 years for murder?,Pyncheon's brother Clifford.,Clifford,Who completed 30 years for murder ?,Pyncheon s brother Clifford .,Clifford
caf8d1c02839b265efafa097df884f48f1b430e1,test,Why was Maule executed?,Practicing witchcraft.,He was accused of practicing witchcraft,Why was Maule executed ?,Practicing witchcraft .,He was accused of practicing witchcraft
caf8d1c02839b265efafa097df884f48f1b430e1,test,Who did Maule laid a curse on?,Pyncheon family.,Pyncheon family,Who did Maule laid a curse on ?,Pyncheon family .,Pyncheon family
caf8d1c02839b265efafa097df884f48f1b430e1,test,Why was Clifford depressed?,He was isolation from humanity and lost his youth in prison. ,He completed a 30 year murder sentence for something he didn't do,Why was Clifford depressed ?,He was isolation from humanity and lost his youth in prison .,He completed a 30 year murder sentence for something he did n't do
caf8d1c02839b265efafa097df884f48f1b430e1,test,How did Judge Pyncheon threatens Clifford?,With an insanity hearing.,an insanity hearing,How did Judge Pyncheon threatens Clifford ?,With an insanity hearing .,an insanity hearing
caf8d1c02839b265efafa097df884f48f1b430e1,test,Where did the judge mysteriously die?,Sitting in Colonel Pyncheon's chair.,Colonel Pyncheon's chair,Where did the judge mysteriously die ?,Sitting in Colonel Pyncheon s chair .,Colonel Pyncheon s chair
caf8d1c02839b265efafa097df884f48f1b430e1,test,What did the townsfolk begin to gossip about?,Hepziban and Clifford sudden disappearance.,Hepzibah and clifford sudden disapperance,What did the townsfolk begin to gossip about ?,Hepziban and Clifford sudden disappearance .,Hepzibah and clifford sudden disapperance
caf8d1c02839b265efafa097df884f48f1b430e1,test,What will prove Clifford's innocence?,New evidence in the crime.,New evidence in the crime,What will prove Clifford s innocence ?,New evidence in the crime .,New evidence in the crime
caf8d1c02839b265efafa097df884f48f1b430e1,test,In what century is the novel set?,Mid-19th century,mid-19th century,In what century is the novel set ?,Mid-19th century,mid-19th century
caf8d1c02839b265efafa097df884f48f1b430e1,test,In what century was the house built?,The 17th century,17th century,In what century was the house built ?,The 17th century,17th century
caf8d1c02839b265efafa097df884f48f1b430e1,test,Who is the current owner of the house?,Hepzibah Pyncheon,Matthew Maule,Who is the current owner of the house ?,Hepzibah Pyncheon,Matthew Maule
caf8d1c02839b265efafa097df884f48f1b430e1,test,Why does Hepzibah open up a shop in a side room in the mansion?,to support her brother,to support her brother clifford,Why does Hepzibah open up a shop in a side room in the mansion ?,to support her brother,to support her brother clifford
caf8d1c02839b265efafa097df884f48f1b430e1,test,What is the name of Hepzibah's brother?,Clifford,Clifford,What is the name of Hepzibah s brother ?,Clifford,Clifford
caf8d1c02839b265efafa097df884f48f1b430e1,test,How long was Clifford in jail?,thirty years,during his youth,How long was Clifford in jail ?,thirty years,during his youth
caf8d1c02839b265efafa097df884f48f1b430e1,test,What crime was Clifford imprisoned for?,murder,Murder of his Uncle.,What crime was Clifford imprisoned for ?,murder,Murder of his Uncle .
caf8d1c02839b265efafa097df884f48f1b430e1,test,What crime was Matthew Maule accused of?,Witchcraft,practicing witchcraft,What crime was Matthew Maule accused of ?,Witchcraft,practicing witchcraft
caf8d1c02839b265efafa097df884f48f1b430e1,test,What punishment did Maule endure for his alleged crime?,Execution,Execution,What punishment did Maule endure for his alleged crime ?,Execution,Execution
caf8d1c02839b265efafa097df884f48f1b430e1,test,Who placed a curse on the Pyncheon family as a result of Colonel Pyncheon's role in their fate?,Matthew Maule,Matthew Maule,Who placed a curse on the Pyncheon family as a result of Colonel Pyncheon s role in their fate ?,Matthew Maule,Matthew Maule
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What ailment is Doc Holliday suffering from?,Tuberculosis.,Tuberculosis.,What ailment is Doc Holliday suffering from ?,Tuberculosis .,Tuberculosis .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What accessory do The Cowboys wear to identify themselves?,Red sashes around their waists.,Red sashes around their waists,What accessory do The Cowboys wear to identify themselves ?,Red sashes around their waists .,Red sashes around their waists
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Who is the leader of The Cowboys?,Curly Bill.,Curly Bill.,Who is the leader of The Cowboys ?,Curly Bill .,Curly Bill .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Why is Curly Bill found not guilty of killing the marshal?,A lack of witnesses.,Due to lack of witnesses.,Why is Curly Bill found not guilty of killing the marshal ?,A lack of witnesses .,Due to lack of witnesses .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What rule does Virgil make when he becomes the new marshal?,A ban on weapons in city limits.,A weapons ban within the city limits. ,What rule does Virgil make when he becomes the new marshal ?,A ban on weapons in city limits .,A weapons ban within the city limits .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Who takes over The Cowboys when Curly Bill is killed?,Johnny Ringo.,Johnny Ringo.,Who takes over The Cowboys when Curly Bill is killed ?,Johnny Ringo .,Johnny Ringo .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Where does Doc die?,A Colorado sanatorium.,In a sanatorium in Colorado.,Where does Doc die ?,A Colorado sanatorium .,In a sanatorium in Colorado .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Where does Wyatt die?,Los Angeles in 1929.,Los Angeles,Where does Wyatt die ?,Los Angeles in 1929 .,Los Angeles
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Johnny Behan's alliance with The Cowboys is discovered during which battle?,The Gunfight at the O.K. Corral. ,The Gunfight at O.K. Corral.,Johnny Behan s alliance with The Cowboys is discovered during which battle ?,The Gunfight at the O.K . Corral .,The Gunfight at O.K . Corral .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Which Cowboy drops his sash and escapes?,Ike.,Ike,Which Cowboy drops his sash and escapes ?,Ike .,Ike
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What was Wyatt Earp's job?,He is a retired peace officer.,He is a retired peace officer and says he is a U.S. marshal.  ,What was Wyatt Earp s job ?,He is a retired peace officer .,He is a retired peace officer and says he is a U.S. marshal .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What are Wyatt's brothers named?,Virgil and Morgan,Virgil and Morgan.,What are Wyatt s brothers named ?,Virgil and Morgan,Virgil and Morgan .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What city do the three brothers settle down?,Tombstone,Tombstone.,What city do the three brothers settle down ?,Tombstone,Tombstone .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Who do the three brothers meet in the new town?,Doc Holliday,Doc Holliday.,Who do the three brothers meet in the new town ?,Doc Holliday,Doc Holliday .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,How do Wyatt and his brothers make money?,The gambling emporium and saloon,They have a stake in a gambling emporium and saloon.,How do Wyatt and his brothers make money ?,The gambling emporium and saloon,They have a stake in a gambling emporium and saloon .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What is the name of the band of outlaws?,Cowboys,The Cowboys,What is the name of the band of outlaws ?,Cowboys,The Cowboys
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Who does Curly Bill shoot and kill?,The marshall,The marshal.,Who does Curly Bill shoot and kill ?,The marshall,The marshal .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Who arrests Curly Bill?,Wyatt,Wyatt,Who arrests Curly Bill ?,Wyatt,Wyatt
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Which one of Wyatt's brothers is killed?,Morgan,Morgan.,Which one of Wyatt s brothers is killed ?,Morgan,Morgan .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Who kills Curly Bill?,Wyatt,The leader of the Cowboys.,Who kills Curly Bill ?,Wyatt,The leader of the Cowboys .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What is Virgil's relationship to Wyatt Earp?,Virgil is Wyatt's brother.,brothers,What is Virgil s relationship to Wyatt Earp ?,Virgil is Wyatt s brother .,brothers
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What is Morgan's relationship to Wyatt?,Morgan is Wyatt's brother.,brothers,What is Morgan s relationship to Wyatt ?,Morgan is Wyatt s brother .,brothers
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What profession has Wyatt Earp retired from?,The role of Peace Officer.,Peace officer,What profession has Wyatt Earp retired from ?,The role of Peace Officer .,Peace officer
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,"What town do Wyatt, Virgil and Morgan head out to after meeting in Tucson?",Tombstone.,Tombstone.,"What town do Wyatt , Virgil and Morgan head out to after meeting in Tucson ?",Tombstone .,Tombstone .
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What is Doc Holiday's relationship to Wyatt?,Doc is Wyatt's friend.,long-time friend,What is Doc Holiday s relationship to Wyatt ?,Doc is Wyatt s friend .,long-time friend
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What deadly profession is Doc Holiday skilled in?,Gun slinging.,Gunslinger,What deadly profession is Doc Holiday skilled in ?,Gun slinging .,Gunslinger
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,What illness does Doc Holiday suffer from?,Tuberculosis. ,Tuberculosis,What illness does Doc Holiday suffer from ?,Tuberculosis .,Tuberculosis
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Who is the leader of the Cowboys?,Curly Bill Brocious.,Curly Bill ,Who is the leader of the Cowboys ?,Curly Bill Brocious .,Curly Bill
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Where does the fight take place when many Cowboys and Billy Clanton are killed?,The OK Corral,The O.K. Corral ,Where does the fight take place when many Cowboys and Billy Clanton are killed ?,The OK Corral,The O.K . Corral
dbc088fbc6dd9efb6b6b7d8821f73eb0f1759db4,test,Who eventually kills Curly Bill and becomes a US Marshall again?,Wyatt Earp.,Wyatt Earp,Who eventually kills Curly Bill and becomes a US Marshall again ?,Wyatt Earp .,Wyatt Earp
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Who planned the robbery that was being investigated when Domino Harvey was arrested?,"Her boss, Claremont Williams III",lateesha,Who planned the robbery that was being investigated when Domino Harvey was arrested ?,"Her boss , Claremont Williams III",lateesha
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Which career was Domino in before she became a bounty hunter?,modeling,Modeling.,Which career was Domino in before she became a bounty hunter ?,modeling,Modeling .
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,What did Lateesha plan to use to pay for her granddaughter's medical procedure?,the finder's fee for returning the stolen money,"The $300,000 finders fee that would be collected when the money was returned to its owner",What did Lateesha plan to use to pay for her granddaughter s medical procedure ?,the finder s fee for returning the stolen money,"The $ 300,000 finders fee that would be collected when the money was returned to its owner"
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,How did Claremont know there would be $10 Million in the armored car?,He owns the armored car company that transports money for Drake Bishop,he runs an armored car business,How did Claremont know there would be $ 10 Million in the armored car ?,He owns the armored car company that transports money for Drake Bishop,he runs an armored car business
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Who were the FBI initially led to believe would commit the robbery?,"Frances Cigluitti, his brother and two other friends",Francis,Who were the FBI initially led to believe would commit the robbery ?,"Frances Cigluitti , his brother and two other friends",Francis
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,What happened when the bounty hunters tried to get the money from the trailer home?,they had a shootout with Fender's mother,There is a shootout and the money is retreived,What happened when the bounty hunters tried to get the money from the trailer home ?,they had a shootout with Fender s mother,There is a shootout and the money is retreived
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Which one of the bais bondsman's employees stole the $10 Million after it was taken from the armored truck?,Alf,Alf,Which one of the bais bondsman s employees stole the $ 10 Million after it was taken from the armored truck ?,Alf,Alf
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Where did Frances' dad shoot Bishop?,at the Stratosphere Hotel and Casino,Afghanistan,Where did Frances ' dad shoot Bishop ?,at the Stratosphere Hotel and Casino,Afghanistan
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Where did the stolen money eventually end up?,In Afghanastan,Some of it is used for Mica's. The rest goes to Afhan freedom fighters,Where did the stolen money eventually end up ?,In Afghanastan,Some of it is used for Mica s . The rest goes to Afhan freedom fighters
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Which one of Claremont's bounty hunters survived the aftermath of the robbery?,Domino,Alf,Which one of Claremont s bounty hunters survived the aftermath of the robbery ?,Domino,Alf
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Who is Domino Harvey?,A bounty hunter who works for a bail bondsman. ,A former model and bounty hunter,Who is Domino Harvey ?,A bounty hunter who works for a bail bondsman .,A former model and bounty hunter
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Why was she being investigated by the FBI?,For a robbery of $10 million. ,she was involved in the robbery,Why was she being investigated by the FBI ?,For a robbery of $ 10 million .,she was involved in the robbery
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Why does Claremont need a large sum of money?,Lateesha's granddaughter needs an operation.,for her granddaughter's operation,Why does Claremont need a large sum of money ?,Lateesha s granddaughter needs an operation .,for her granddaughter s operation
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,How did Claremont get the money?,He set up a robbery of Drake Bishop for $10 million. ,shootout,How did Claremont get the money ?,He set up a robbery of Drake Bishop for $ 10 million .,shootout
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,How does Lateesha throw off the FBI about the robbery?,She states that Francis and his brother and two friends are the ones doing the robbery. ,By telling them that her brother Frances is going to commit the robbery,How does Lateesha throw off the FBI about the robbery ?,She states that Francis and his brother and two friends are the ones doing the robbery .,By telling them that her brother Frances is going to commit the robbery
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,What does Claremont find out about Francis?,He finds out that Francis is the son of a mafia boss. ,That Frances and his brother are sons of a mafia boss ,What does Claremont find out about Francis ?,He finds out that Francis is the son of a mafia boss .,That Frances and his brother are sons of a mafia boss
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Where was there a shootout over the money?,At the getaway driver's mother's trailer. ,At Locas Fender's mother's trailer,Where was there a shootout over the money ?,At the getaway driver s mother s trailer .,At Locas Fender s mother s trailer
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Who blows up the top of the Stratosphere casino?,Alf blows up the casino. ,Alf,Who blows up the top of the Stratosphere casino ?,Alf blows up the casino .,Alf
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Why does Cigliutti shoot Bishop?,Cigliutti thinks that Bishop killed his son. ,he believes that the bishop is the behind his son's death,Why does Cigliutti shoot Bishop ?,Cigliutti thinks that Bishop killed his son .,he believes that the bishop is the behind his son s death
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,What happens to Domino after she confesses everything to Mills?,Mills releases Domino and advises her to retire from bounty hunting. ,FBI released him,What happens to Domino after she confesses everything to Mills ?,Mills releases Domino and advises her to retire from bounty hunting .,FBI released him
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,How is the Stratosphere destroyed?,Alf uses plastic explosives in a bag and a remote detonator to blow-up the Stratosphere.,It is blown up by Alf,How is the Stratosphere destroyed ?,Alf uses plastic explosives in a bag and a remote detonator to blow-up the Stratosphere .,It is blown up by Alf
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,How does the FBI find out about the counterfeit driver's license scam at the DMV?,The FBI has been surveilling Frances and his brother.,They have been tipped off,How does the FBI find out about the counterfeit driver s license scam at the DMV ?,The FBI has been surveilling Frances and his brother .,They have been tipped off
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,How did the stolen $10 million get into a trailer home?,"Claremont told Lateesha to abandon the robbery plan, so Lateesha left the money with Locus Fender who took it to his mom's trailer home. ",Locus Fender brought it into the trailer home,How did the stolen $ 10 million get into a trailer home ?,"Claremont told Lateesha to abandon the robbery plan , so Lateesha left the money with Locus Fender who took it to his mom s trailer home .",Locus Fender brought it into the trailer home
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,"What happens to Frances, his brother and two friends after the shooting at the trailer home?","The bounty hunters delver Frances, his brother and two friends to Bishop Drake as the robbers of the $10 million dollars.",they were arrested by the bounty hunters,"What happens to Frances , his brother and two friends after the shooting at the trailer home ?","The bounty hunters delver Frances , his brother and two friends to Bishop Drake as the robbers of the $ 10 million dollars .",they were arrested by the bounty hunters
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,"Why does Domino collect $300,000 from Bishop Drake?","Domino gets the $300,000 as a reward for returning the $10 million dollars that were stolen from Bishop Drake. The $300,000 is needed for Mica's operation.",to give to leteesha,"Why does Domino collect $ 300,000 from Bishop Drake ?","Domino gets the $ 300,000 as a reward for returning the $ 10 million dollars that were stolen from Bishop Drake . The $ 300,000 is needed for Mica s operation .",to give to leteesha
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,When did Domino decide to become a bounty hunter?,Domino decides to be a bounty hunter after being dismissed from college.,college,When did Domino decide to become a bounty hunter ?,Domino decides to be a bounty hunter after being dismissed from college .,college
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Why does Claremont plan to have the stolen $10 million dollars returned?,"Claremont only needs $300,000 for his mistress' granddaughter to have an operation. Claremont plans on only collecting the reward of $300,000 for returning the stolen $10 million dollars.","He gets a $300,000 finders fee.",Why does Claremont plan to have the stolen $ 10 million dollars returned ?,"Claremont only needs $ 300,000 for his mistress ' granddaughter to have an operation . Claremont plans on only collecting the reward of $ 300,000 for returning the stolen $ 10 million dollars .","He gets a $ 300,000 finders fee ."
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,How does Bishop Drake get shot?,Bishop Drake is shot by Anthony Cigliutti because Anthony assumes that Bishop killed his sons.,Cigliutti shoots him believing that Bishop has killed his sons ,How does Bishop Drake get shot ?,Bishop Drake is shot by Anthony Cigliutti because Anthony assumes that Bishop killed his sons .,Cigliutti shoots him believing that Bishop has killed his sons
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Why does Alf steal the $10 million dollars before the money is returned to Bishop Drake?,"Alf wants to aid freedom fighters in Afghanistan, so he prepares the money to be shipped to Afghanistan instead of returning the $10 million dollars.",He wants to send the money to aid freedom fighters in Afghanistan,Why does Alf steal the $ 10 million dollars before the money is returned to Bishop Drake ?,"Alf wants to aid freedom fighters in Afghanistan , so he prepares the money to be shipped to Afghanistan instead of returning the $ 10 million dollars .",He wants to send the money to aid freedom fighters in Afghanistan
dd2d1de84e1da738d7e13f2288e75f0ca49dd1f7,valid,Why does Lateesha tell the FBI that Frances is going to commit the robbery?,Lateesha tells the FBI that Frances will commit the robbery so the FBI doesn't watch her (since she is going to carry out the robbery). ,Because the FBI are going to throw her in jail unless she gives them information,Why does Lateesha tell the FBI that Frances is going to commit the robbery ?,Lateesha tells the FBI that Frances will commit the robbery so the FBI does n't watch her ( since she is going to carry out the robbery ) .,Because the FBI are going to throw her in jail unless she gives them information
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Who escapes a maximum - security prison in 2012?,"Alien criminal, Boris the animal, a Boglodite.",Boris the Animal,Who escapes a maximum - security prison in 2012 ?,"Alien criminal , Boris the animal , a Boglodite .",Boris the Animal
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Who left arm was shot off?,Agent K.,Boris ,Who left arm was shot off ?,Agent K .,Boris
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Why did Boris travel back in time?,To kill Agent K.,to kill Agent K,Why did Boris travel back in time ?,To kill Agent K .,to kill Agent K
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Why must J travel back in time?,To stop Boris and save agent K.,To save K. ,Why must J travel back in time ?,To stop Boris and save agent K .,To save K .
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Who returned to 2012 after his mission was completed?,J returns to 2012.,J,Who returned to 2012 after his mission was completed ?,J returns to 2012 .,J
e2fde9209d27595d3436ec97714d2e8a065721c7,test,In what year did Boris attacked K on the beach?,Boris attacked K In 1969.,1969,In what year did Boris attacked K on the beach ?,Boris attacked K In 1969 .,1969
e2fde9209d27595d3436ec97714d2e8a065721c7,test,What was the alien name?,His name was Griffin.,Boris the Animal,What was the alien name ?,His name was Griffin .,Boris the Animal
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Where did J travel in 1969?,Coney island.,Coney Island ,Where did J travel in 1969 ?,Coney island .,Coney Island
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Who will comment a murder there?,Boris.,Boris,Who will comment a murder there ?,Boris .,Boris
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Who escapes the maximum security prison in 2012?,Boris the Animal,Boris. ,Who escapes the maximum security prison in 2012 ?,Boris the Animal,Boris .
e2fde9209d27595d3436ec97714d2e8a065721c7,test,What planet is Agent K found on?,Earth,Earth ,What planet is Agent K found on ?,Earth,Earth
e2fde9209d27595d3436ec97714d2e8a065721c7,test,Why does Boris travel back in time?,to kill agent K,To stop the agents from sending ArcNet into space,Why does Boris travel back in time ?,to kill agent K,To stop the agents from sending ArcNet into space
